Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
8664823084,2019-10-29 06:27:21,2019-10-28 10:43:00,Gloucester,Virginia,804,Dropped call or no message,Y
6093145965,2019-10-29 06:27:55,2019-10-22 13:37:00,Trenton,New Jersey,609,No Subject Provided,N
5181511457,2019-10-29 06:28:32,2019-10-22 11:08:00,Trenton,New Jersey,609,No Subject Provided,N
2033448909,2019-10-29 06:28:42,2019-10-28 13:09:00,,Massachusetts,508,No Subject Provided,Y
8043311224,2019-10-29 06:28:57,2019-10-27 20:06:00,Gloucester,Virginia,804,Dropped call or no message,Y
5181402143,2019-10-29 06:29:12,2019-10-22 10:45:00,Trenton,New Jersey,609,No Subject Provided,Y
2033448909,2019-10-29 06:30:08,2019-10-28 13:09:00,,Massachusetts,508,No Subject Provided,Y
8552118640,2019-10-29 06:31:16,2019-10-17 12:48:00,Trenton,New Jersey,609,No Subject Provided,N
6624787387,2019-10-29 06:32:04,2019-10-16 16:50:00,Trenton,New Jersey,609,No Subject Provided,N
6193913609,2019-10-29 06:32:42,2019-10-16 09:14:00,Trenton,New Jersey,609,No Subject Provided,N
6094225665,2019-10-29 06:33:16,2019-10-15 19:06:00,Trenton,New Jersey,609,No Subject Provided,N
6026061470,2019-10-29 06:33:19,2019-10-28 16:26:00,,Michigan,517,No Subject Provided,Y
5513195813,2019-10-29 06:33:52,2019-10-15 13:56:00,Trenton,New Jersey,609,No Subject Provided,N
2282544013,2019-10-29 06:34:25,2019-10-14 14:16:00,Trenton,New Jersey,609,No Subject Provided,N
5084744670,2019-10-29 06:34:54,2019-10-28 13:46:00,,Massachusetts,508,No Subject Provided,Y
6093125331,2019-10-29 06:35:03,2019-10-14 10:41:00,Trenton,New Jersey,609,No Subject Provided,N
6092031723,2019-10-29 06:35:51,2019-10-12 20:34:00,Trenton,New Jersey,609,No Subject Provided,N
6093065988,2019-10-29 06:36:35,2019-10-11 16:02:00,Trenton,New Jersey,609,No Subject Provided,N
8162096690,2019-10-29 06:37:12,2019-10-11 09:36:00,Trenton,New Jersey,609,No Subject Provided,N
6095469730,2019-10-29 06:37:44,2019-10-10 20:10:00,Trenton,New Jersey,609,No Subject Provided,N
5518043552,2019-10-29 06:38:20,2019-10-10 15:05:00,Trenton,New Jersey,609,No Subject Provided,N
6095519771,2019-10-29 06:38:57,2019-10-09 07:28:00,Trenton,New Jersey,609,No Subject Provided,N
7577721361,2019-10-29 06:39:03,2019-10-27 17:55:00,Chesapeake,Virginia,757,Work from home  & other ways to make money,Y
2019159157,2019-10-29 06:39:27,2019-10-09 14:59:00,Trenton,New Jersey,609,No Subject Provided,N
2763025901,2019-10-29 06:40:09,2019-10-08 17:17:00,Trenton,New Jersey,609,No Subject Provided,N
,2019-10-29 06:41:27,2019-10-28 17:30:00,,Wisconsin,608,No Subject Provided,Y
5406415980,2019-10-29 06:41:52,2019-10-28 19:28:00,Blacksburg,Virginia,540,Other,Y
9793302664,2019-10-29 06:42:09,2019-10-07 10:17:00,Trenton,New Jersey,609,No Subject Provided,N
6094739352,2019-10-29 06:42:45,2019-10-06 18:50:00,Trenton,New Jersey,609,No Subject Provided,N
6154929288,2019-10-29 06:43:05,2019-10-28 15:03:00,,Tennessee,615,No Subject Provided,Y
2012150983,2019-10-29 06:43:17,2019-10-04 17:52:00,Trenton,New Jersey,609,No Subject Provided,N
6099575146,2019-10-29 06:43:59,2019-10-03 11:37:00,Trenton,New Jersey,609,No Subject Provided,N
8003712892,2019-10-29 06:44:37,2019-10-02 18:35:00,Trenton,New Jersey,609,No Subject Provided,N
6093519472,2019-10-29 06:45:10,2019-10-02 15:22:00,Trenton,New Jersey,609,No Subject Provided,N
6573391285,2019-10-29 06:45:47,2019-10-01 16:46:00,Trenton,New Jersey,609,No Subject Provided,N
2673293296,2019-10-29 06:45:56,2019-10-28 13:13:00,,Pennsylvania,267,Charities,Y
2026435742,2019-10-29 06:46:26,2019-09-26 16:24:00,Trenton,New Jersey,609,No Subject Provided,N
7572804299,2019-10-29 06:46:29,2019-10-27 15:59:00,Chesapeake,Virginia,757,Vacation  & timeshares,Y
6092201238,2019-10-29 06:47:05,2019-09-26 13:58:00,Trenton,New Jersey,609,No Subject Provided,N
6095278662,2019-10-29 06:47:46,2019-09-24 17:49:00,Trenton,New Jersey,609,No Subject Provided,N
8009220203,2019-10-29 06:47:59,2019-10-25 10:30:00,,Pennsylvania,267,Warranties  & protection plans,Y
